text,tweets_transform,polarity,subjectivity
#freefortinite ya mugre #apple la verdad chinga a toda tu reputisimamadre cada que respires ya pon el fortnite que… https://t.co/2CPX5HpF4P,freefortinite mugre apple verdad chinga toda reputisimamadre cada respires pon fortnite,-0.025000000000000026,0.625
"El camino de innovación, disrupción y liderazgo de #Apple para alcanzar la valuación de mercado de 2 mil millones d… https://t.co/WjOpmYqRZQ",camino innovación  disrupción liderazgo Apple alcanzar valuación mercado 2 mil millones d,0.0,0.0
Vecinos de @VillacoapaMX tiene alguna computadora #Apple tenemos promo para repararla #Optimiza,Vecinos alguna computadora Apple promo repararla Optimiza,0.0,0.0
"Viernes de escuchar música para andar alegres 

https://t.co/q23RFU45Fl  

#mexico #musica #apple #sinaloa… https://t.co/l3JjzIooqP",Viernes escuchar música andar alegres mexico musica apple sinaloa,0.8,1.0
"Iphone Junin 
 📲|  Equipos Nuevos con 12 meses de garantía #Apple. 
 📲| Equipos usados de Exposición
⌚️| Incorporam… https://t.co/lNza3qxnLN",Iphone Junin Equipos Nuevos 12 meses garantía Apple  Equipos usados Exposición Incorporam,0.13636363636363635,0.45454545454545453
"Nada que me ate 
Así puedo con to’
.
.

#procreate #photoshop #draw  #ilustracion #illustration #drawing… https://t.co/bjK7RiF5Hc",ate Así puedo to   procreate photoshop draw ilustracion illustration drawing,0.0,0.0
@MARCIANOPHONE 🤣🤣🤣🤣 SERÁ XQ #Microsoft INVIRTIÓ MUCHÍSIMO DINERO EN FORNITE X LAS GANANCIAS Q GENERABA CON #APPLE Y… https://t.co/TlVWu8gCjo,XQ Microsoft INVIRTIÓ MUCHÍSIMO DINERO FORNITE X GANANCIAS Q GENERABA APPLE,0.0,0.0
"#freefortnite marián toma el mando, vente a saludar un ratiquin https://t.co/AnHW5fKtmD
#apple #fortnite #cup… https://t.co/BqIRiAcYXy",freefortnite marián toma mando  vente saludar ratiquin apple fortnite cup,0.0,0.0
"¿Quién compra Macs hoy en día?
#Apple https://t.co/TXoUwzvpU1",Quién compra Macs hoy día  Apple,0.0,0.0
"Viendo los últimos modelos de @SamsungMobile y sus precios tan altos, no sería mala idea trabajar en diferenciarse… https://t.co/uft7kFWir6",Viendo últimos modelos precios tan altos  mala idea trabajar diferenciarse,-0.013333333333333272,0.7022222222222222
"""Es que tú apoyas #Apple por qué tienes un #iPhone""... Pendejos, tengo un #Galaxy, solo soy sincero conmigo mismo", apoyas Apple iPhone   Pendejos  Galaxy  solo sincero conmigo mismo,0.6,0.9
Subiendo a YouTube la segunda parte del Podcast en video junto a @soriano_tech    #Apple #podcast #entrevista… https://t.co/KLG7E3Ncfn,Subiendo YouTube segunda parte Podcast video junto tech Apple podcast entrevista,0.0,0.0
Apple Music agrega 2 estaciones de radio https://t.co/4ls9kfUW5Z  #EstacionDeRadio #Radio #radiostation #beat… https://t.co/r3RjDjdnlV,Apple Music agrega 2 estaciones radio EstacionDeRadio Radio radiostation beat,0.0,0.0
Después de algunas partidas conseguí el #1 #FREEFORTNITECUP #FreeFortnite luchando contra lo que un día juro #apple destrozar.,Después partidas conseguí 1 FREEFORTNITECUP FreeFortnite luchando día juro apple destrozar ,0.0,0.0
@VendoCDMX les comentamos que el proximo lunes tocara cualquier PC de escritorio #Apple en promo para repararla,comentamos proximo lunes tocara cualquier PC escritorio Apple promo repararla,0.0,0.0
🤣🤣 MALAS INVERSIONES X PARTE DE #Microsoft 🤣🤣 ahora q no tienen la gallina de los huevos de oro ( #Apple ) https://t.co/drH7TTlRi4,MALAS INVERSIONES X PARTE Microsoft ahora q gallina huevos oro  Apple ,-0.6999999999999998,0.6666666666666666
#Tecnología  |  Videojuegos de #Microsoft se verán afectados por anuncio de #Apple sobre #Fortnite ►… https://t.co/A7OJj1oPks,Tecnología Videojuegos Microsoft verán afectados anuncio Apple Fortnite,0.0,0.0
#6 #LoMásVistoDelDía Microsoft se posiciona a favor de Epic Games en su disputa legal con Apple #Apple #EpicGames… https://t.co/ho21n1arL0,6 LoMásVistoDelDía Microsoft posiciona favor Epic Games disputa legal Apple Apple EpicGames,0.26666666666666666,0.3666666666666667
Os dejo un adelanto en EXCLUSIVA de los primeros 28 segundos del podcast donde explico la nueva app de #RadarCOVID… https://t.co/VyK8Fa8F94,dejo adelanto EXCLUSIVA primeros 28 segundos podcast explico nueva app RadarCOVID,0.19318181818181815,0.3939393939393939
"El 23 de agosto de 2002, Apple lanza Mac OS X version 10.2 “Jaguar” es la tercera versión del Mac OS X, el sistema… https://t.co/SFsFFxxwHn",23 agosto 2002  Apple lanza Mac X version 10  2 Jaguar tercera versión Mac X  sistema,0.0,0.0
"🚨🚨🚨 Uno de los mejores #podcasts y que mas se escucha en la Isla de Cuba, tambien debatimos sobre el mundo de… https://t.co/7RxCqgY2YQ",mejores podcasts mas escucha Isla Cuba  tambien debatimos mundo,0.75,0.4
"Continúa dando de qué hablar la pelea entre #EpicGames y #Apple, ahora con un nuevo aliado para los de… https://t.co/HZZTpy56Xs",Continúa dando hablar pelea EpicGames Apple  ahora nuevo aliado,0.13636363636363635,0.45454545454545453
Hay gente que le chupa tanto el pico a #Apple y una gran falencia de una función que quizás no todos ocupan es tan… https://t.co/63782G0Grz,gente chupa pico Apple gran falencia función quizás ocupan tan,0.8,0.75
"Grandes minoristas y gigantes tecnológicos, ganadores ante el covid en el segundo trimestre! #Amazon #Walmart… https://t.co/efKBD9aARD",Grandes minoristas gigantes tecnológicos  ganadores covid segundo trimestre Amazon Walmart,0.0,0.3666666666666667
Los editores de varios diarios piden a #Apple que revise su política comercial.  Lo acusan de limitar su acceso al… https://t.co/1w8pFslhv4,editores varios diarios piden Apple revise política comercial  acusan limitar acceso,0.0,0.0
Amigos de @ColoniaEscandon el lunes tenemos oferta para PC #Apple es tiempo de actualizar,Amigos lunes oferta PC Apple tiempo actualizar,0.0,0.0
El apoyo de #Microsoft a #Epicgames parece mas una reaccion a la negativa de #xCloud por parte de #Apple https://t.co/1vHauBakOT,apoyo Microsoft Epicgames parece mas reaccion negativa xCloud parte Apple,0.1,0.45
"Alexa, Google Assistant, Siri... Te contamos lo que debes saber sobre los mejores asistentes de voz hoy en día:… https://t.co/Ti3d6qlHFA",Alexa  Google Assistant  Siri  contamos debes saber mejores asistentes voz hoy día ,0.5,0.5
"Fortnite tendrá torneo con skins de su disputa con Apple, y adelanta su nueva temporada de Marvel que ya no se podr… https://t.co/bFuZZAlTmt",Fortnite torneo skins disputa Apple  adelanta nueva temporada Marvel podr,0.13636363636363635,0.45454545454545453
"#LoMasLeido #iPhone 12 filtrados #Apple

https://t.co/tSEi2cMRW0",LoMasLeido iPhone 12 filtrados Apple,0.0,0.0
El CEO de #Coinbase dice que #Apple sigue siendo hostil hacia las #criptomonedas. Brian Armstrong tuiteó que Apple… https://t.co/VTkDZpqxuJ,CEO Coinbase dice Apple sigue siendo hostil hacia criptomonedas  Brian Armstrong tuiteó Apple,0.0,0.0
"#Microsoft apoya a Epic Games en los tribunales contra #Apple, alegando que el unreal engine de Epic games es neces… https://t.co/GZRkzmVF7J",Microsoft apoya Epic Games tribunales Apple  alegando unreal engine Epic games neces,0.1,0.4
"20 fundas protectoras para tus Airpod y Airpods Pro. https://t.co/nyKEYaMcPa 

#apple #airdpods #fundas #jordan… https://t.co/a4IPGfKirw",20 fundas protectoras Airpod Airpods Pro  apple airdpods fundas jordan,0.0,0.0
Exclusivamente para chavista pendejos #chavista #mariosilva #apple #venezuela #DICTADURA #maduro #Canaima https://t.co/AVTDhx6HFL,Exclusivamente chavista pendejos chavista mariosilva apple venezuela DICTADURA maduro Canaima,0.1,0.1
Muy decepcionado con @apple. Muchos #MacBookPro con pantalla #retina tienen #problemas y salen manchas verdes que n… https://t.co/ejdWSlJcMb,decepcionado  MacBookPro pantalla retina problemas salen manchas verdes n,-0.475,0.525
"Este lunes podras reparar esa #MAC lenta, quieres Manto. Preventivo tiene problemas que dan lata a tu #Apple",lunes podras reparar MAC lenta  quieres Manto  Preventivo problemas dan lata Apple,-0.30000000000000004,0.39999999999999997
"💻Toda la linea de Apple Macbook 🍎
💻Polidori Computación
✔Más ofertas en:
📷 Instagram: @horaciopolidori
🚩Villa Cañás… https://t.co/WfG2IlMfKB",Toda linea Apple Macbook Polidori Computación ofertas  Instagram  Villa Cañás,0.1,0.0
💻#Tecnología | #Microsoft advierte que su negocio de videojuegos se vería afectado por la amenaza de #Apple de deja… https://t.co/wD1Aeth2Ue,Tecnología Microsoft advierte negocio videojuegos vería afectado amenaza Apple deja,-0.4,0.4
"Festejan los muchachos de las tecnológicas. Que gran año para las big tech so far. 
#amazon #apple #tesla #google… https://t.co/cBmLWyhxf0",Festejan muchachos tecnológicas  gran año big tech so far  amazon apple tesla google,0.03333333333333333,0.39999999999999997
Sos #fandroid acérrimo hasta que te comprás una de estas. Fue un genio Stive 💪 #apple #ipad2020 https://t.co/qibTNMpBIU,Sos fandroid acérrimo comprás  genio Stive apple ipad2020,0.0,0.0
"El titan de #Microsoft se une a la disputa entre #Apple y #Epic🤯

https://t.co/UEMZFjMoEk",titan Microsoft une disputa Apple Epic,0.0,0.0
"#Apple cierra temporalmente sus tiendas en Madrid ante el aumento de los rebrotes de coronavirus
Los cierres de sus… https://t.co/QFrz0Fa2CD",Apple cierra temporalmente tiendas Madrid aumento rebrotes coronavirus cierres,0.0,0.0
Videojuegos de Microsoft se verán afectados por decisión de Apple contra creador de 'Fortnite' #apple #microsoft ht… https://t.co/kR56V1Y19b,Videojuegos Microsoft verán afectados decisión Apple creador  Fortnite  apple microsoft ht,0.0,0.0
"🍎#Apple cerrará temporalmente sus cuatro tiendas de Madrid por el coronavirus

https://t.co/D8tgD13oZv",Apple cerrará temporalmente cuatro tiendas Madrid coronavirus,0.0,0.0
macOS Big Sur beta 3 y todas sus novedades https://t.co/LSuuLAIo5c via @josmamu #Apple #Iphone https://t.co/PMzJGtwsbt,macOS Big Sur beta 3 todas novedades via Apple Iphone,0.0,0.1
"ASISTENCIA 24/7 #WFH
REPARACIÓN #PC #Mac
REMOTO/HOGAR/OFICINA
INSTANT #COMPUTER #REPAIR
🇪🇸🇬🇧Tel: 692500286 #Madrid… https://t.co/wtk1yhncZO",ASISTENCIA 24 7 WFH REPARACIÓN PC Mac REMOTO HOGAR OFICINA INSTANT COMPUTER REPAIR Tel  692500286 Madrid,-0.05,0.43333333333333335
"ASISTENCIA 24/7 #WFH
REPARACIÓN #PC #Mac
REMOTO/HOGAR/OFICINA
INSTANT #COMPUTER #REPAIR
🇪🇸🇬🇧Tel: 692500286 #Madrid… https://t.co/kNtkchW9kn",ASISTENCIA 24 7 WFH REPARACIÓN PC Mac REMOTO HOGAR OFICINA INSTANT COMPUTER REPAIR Tel  692500286 Madrid,-0.05,0.43333333333333335
"ASISTENCIA 24/7 #WFH
REPARACIÓN #PC #Mac
REMOTO/HOGAR/OFICINA
INSTANT #COMPUTER #REPAIR
🇪🇸🇬🇧Tel: 692500286 #Madrid… https://t.co/mXXOYEfSpp",ASISTENCIA 24 7 WFH REPARACIÓN PC Mac REMOTO HOGAR OFICINA INSTANT COMPUTER REPAIR Tel  692500286 Madrid,-0.05,0.43333333333333335
"ASISTENCIA 24/7 #WFH
REPARACIÓN #PC #Mac
REMOTO/HOGAR/OFICINA
INSTANT #COMPUTER #REPAIR
🇪🇸🇬🇧Tel: 692500286 #Madrid… https://t.co/VJO8pFsypX",ASISTENCIA 24 7 WFH REPARACIÓN PC Mac REMOTO HOGAR OFICINA INSTANT COMPUTER REPAIR Tel  692500286 Madrid,-0.05,0.43333333333333335
"ASISTENCIA 24/7 #WFH
REPARACIÓN #PC #Mac
REMOTO/HOGAR/OFICINA
INSTANT #COMPUTER #REPAIR
🇪🇸🇬🇧Tel: 692500286 #Madrid… https://t.co/q2QAvtdLmP",ASISTENCIA 24 7 WFH REPARACIÓN PC Mac REMOTO HOGAR OFICINA INSTANT COMPUTER REPAIR Tel  692500286 Madrid,-0.05,0.43333333333333335
"Siendo online, no veo el motivo por el cual #Apple haga su evento un Jueves, como parece ser, ya q avisaron un stre… https://t.co/mU0iVNLF18",Siendo online  veo motivo Apple haga evento Jueves  parece ser  q avisaron stre,0.0,0.0
🎙🎙🎙TecnoCodePlus Podcast🎙🎙🎙 🚨Suscribete y Siguenos en 👇🏼👇🏼👇🏼 #Apple #Podcast 👉🏻 https://t.co/3QYUAdy5SF 🔜Telegram… https://t.co/HRhpWmX49W,TecnoCodePlus Podcast Suscribete Siguenos Apple Podcast Telegram,0.0,0.0
Empresas tecnológicas ‘merecen’ un cuestionamiento https://t.co/0qwtpZZHMv #iOSMac #Apple #News https://t.co/wgPNbfTCLD,Empresas tecnológicas merecen cuestionamiento iOSMac Apple News,0.0,0.0
"ASISTENCIA 24/7 #WFH
REPARACIÓN #PC #Mac
REMOTO/HOGAR/OFICINA
INSTANT #COMPUTER #REPAIR
🇪🇸🇬🇧Tel: 692500286 #Madrid… https://t.co/AwsvH6oZKN",ASISTENCIA 24 7 WFH REPARACIÓN PC Mac REMOTO HOGAR OFICINA INSTANT COMPUTER REPAIR Tel  692500286 Madrid,-0.05,0.43333333333333335
"Apple Music agrega 2 estaciones de radio en vivo, una de ellas de country. https://t.co/4ls9kfUW5Z #country… https://t.co/ekLy5jGOYp",Apple Music agrega 2 estaciones radio vivo  country  country,0.13636363636363635,0.5
Alguien tiene problemas con  #instagram en #iOS 14 beta 5? #Apple,Alguien problemas instagram iOS 14 beta 5  Apple,0.0,0.0
"@LaNapolesDF el lunes le toca oferta para #reparar, actualizar, o limpiar por dentro tu #laptop o #PC de la marca #Apple",lunes toca oferta reparar  actualizar  limpiar dentro laptop PC marca Apple,0.3666666666666667,0.7000000000000001
"#AirPods 3 llegarán con mejoras de diseño #Apple

https://t.co/v1tCu2cSrX",AirPods 3 llegarán mejoras diseño Apple,0.0,0.0
"iPhone 11 disponible en NEGRO y TURQUESA ( IMAGEN)
.
.
.
.
.
#iphone11 #apple #celularesnuevos #celularescarabobo… https://t.co/HlKZDIRY4G",iPhone 11 disponible NEGRO TURQUESA  IMAGEN       iphone11 apple celularesnuevos celularescarabobo,0.11666666666666667,0.4166666666666667
Vecinos de @negociosdfmex tiene alguna computadora #Apple tenemos promo para repararla #Optimizala ya,Vecinos alguna computadora Apple promo repararla Optimizala,0.0,0.0
"Iphone Junin 
 📲|  Equipos Nuevos con 12 meses de garantía #Apple. 
 📲| Equipos usados de Exposición
⌚️| Incorporam… https://t.co/ys1vnBBNkl",Iphone Junin Equipos Nuevos 12 meses garantía Apple  Equipos usados Exposición Incorporam,0.13636363636363635,0.45454545454545453
"REgaladme una play por favor que ya no puedo jugar al fortnite en mi dispositvo apple.
#FreeFortnite 
#PS4… https://t.co/LO8CNcIATh",REgaladme play favor puedo jugar fortnite dispositvo apple  FreeFortnite PS4,0.0,0.0
Larevancha de #Apple https://t.co/ZdD22hv3fV,Larevancha Apple,0.0,0.0
Cómo personalizar los íconos de iOS 13 o iPadOS 13 sin jailbreak https://t.co/rRRF8fxwjy #iOSMac #Apple #News https://t.co/o88Hvtw38e,Cómo personalizar íconos iOS 13 iPadOS 13 jailbreak iOSMac Apple News,0.0,0.0
Los Conceptos de colores que presenta @thenorthsglobe del #iPhone12 están geniales #Apple https://t.co/eFEftYZRoa,Conceptos colores presenta iPhone12 geniales Apple,0.35,0.65
"iPhone 12 costaría entre los 700 y los 1399 dólares💵💵💸💸

https://t.co/h7TKOMwogH

#apple #iphone12 #appleiphone12… https://t.co/021Nb3b20u",iPhone 12 costaría 700 1399 dólares apple iphone12 appleiphone12,0.0,0.0
Mi portátil #macbook pro tiene 10 años. Creo que nunca un ordenador me había durado tanto. Pero hoy me ha dicho que… https://t.co/8zYJjH9A5F,portátil macbook pro 10 años  Creo nunca ordenador durado  hoy dicho,0.0,0.0
"ASISTENCIA 24/7 #WFH
REPARACIÓN #PC #Mac
REMOTO/HOGAR/OFICINA
INSTANT #COMPUTER #REPAIR
🇪🇸🇬🇧Tel: 692500286 #Madrid… https://t.co/ZBa4aIzzyf",ASISTENCIA 24 7 WFH REPARACIÓN PC Mac REMOTO HOGAR OFICINA INSTANT COMPUTER REPAIR Tel  692500286 Madrid,-0.05,0.43333333333333335
Macbook Pro - Price Comparison https://t.co/EfT6l73mQB #apple #macbook $aapl $amd $nvda $intc $ebay https://t.co/B6oxyNEBPq,Macbook Pro Price Comparison apple macbook aapl amd nvda intc ebay,0.0,0.0
.@eje_universidad les comentamos que el proximo lunes tocara cualquier PC de escritorio #Apple en promo para repararla, universidad comentamos proximo lunes tocara cualquier PC escritorio Apple promo repararla,0.0,0.0
"ASISTENCIA 24/7 #WFH
REPARACIÓN #PC #Mac
REMOTO/HOGAR/OFICINA
INSTANT #COMPUTER #REPAIR
🇪🇸🇬🇧Tel: 692500286 #Madrid… https://t.co/wMn0dEpTC2",ASISTENCIA 24 7 WFH REPARACIÓN PC Mac REMOTO HOGAR OFICINA INSTANT COMPUTER REPAIR Tel  692500286 Madrid,-0.05,0.43333333333333335
Una gran coalición buscará Epic Games para hacer frente a Apple https://t.co/ye3fDppl8s #Videojuegos #App #Apple #EpicGames #Fortnite,gran coalición buscará Epic Games hacer frente Apple Videojuegos App Apple EpicGames Fortnite,0.45,0.575
Trabajar en el propio iPad como pantalla principal y usar su propia funda-teclado bluetooth de @LogitechG_ES  como… https://t.co/UfO71p6IGp,Trabajar propio iPad pantalla principal usar propia fundateclado bluetooth,0.6,1.0
"ASISTENCIA 24/7 #WFH
REPARACIÓN #PC #Mac
REMOTO/HOGAR/OFICINA
INSTANT #COMPUTER #REPAIR
🇪🇸🇬🇧Tel: 692500286 #Madrid… https://t.co/vbKf8MNJlF",ASISTENCIA 24 7 WFH REPARACIÓN PC Mac REMOTO HOGAR OFICINA INSTANT COMPUTER REPAIR Tel  692500286 Madrid,-0.05,0.43333333333333335
"ASISTENCIA 24/7 #WFH
REPARACIÓN #PC #Mac
REMOTO/HOGAR/OFICINA
INSTANT #COMPUTER #REPAIR
🇪🇸🇬🇧Tel: 692500286 #Madrid… https://t.co/6EfxLQkYqM",ASISTENCIA 24 7 WFH REPARACIÓN PC Mac REMOTO HOGAR OFICINA INSTANT COMPUTER REPAIR Tel  692500286 Madrid,-0.05,0.43333333333333335
"ASISTENCIA 24/7 #WFH
REPARACIÓN #PC #Mac
REMOTO/HOGAR/OFICINA
INSTANT #COMPUTER #REPAIR
🇪🇸🇬🇧Tel: 692500286 #Madrid… https://t.co/8p0PjVmw4F",ASISTENCIA 24 7 WFH REPARACIÓN PC Mac REMOTO HOGAR OFICINA INSTANT COMPUTER REPAIR Tel  692500286 Madrid,-0.05,0.43333333333333335
"Si querían un poco de perspectiva el día de hoy, aquí les va...  @TheHustle #Apple #2trillion

Le tomó 42 años a Ap… https://t.co/jao6tEWtFN",Si querían perspectiva día hoy  aquí va  Apple 2trillion tomó 42 años Ap,0.0,0.0
